@relation energy-efficiency-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Standardize

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute y1 numeric

@data
-0.228467,0.162247,-1.684757,0.971879,-0.999349,-1.340767,-1.7593,-1.813393,34
-0.228467,0.162247,-1.684757,0.971879,-0.999349,-0.446922,-1.7593,-1.813393,34
-0.228467,0.162247,-1.684757,0.971879,-0.999349,0.446922,-1.7593,-1.813393,34
-0.228467,0.162247,-1.684757,0.971879,-0.999349,1.340767,-1.7593,-1.813393,34
-0.512081,0.440383,-1.123171,0.971879,-0.999349,-1.340767,-1.7593,-1.813393,34
-0.512081,0.440383,-1.123171,0.971879,-0.999349,-0.446922,-1.7593,-1.813393,34
-0.512081,0.440383,-1.123171,0.971879,-0.999349,0.446922,-1.7593,-1.813393,34
-0.512081,0.440383,-1.123171,0.971879,-0.999349,1.340767,-1.7593,-1.813393,34
-0.701157,0.71852,-0.561586,0.971879,-0.999349,-1.340767,-1.7593,-1.813393,35
-0.701157,0.71852,-0.561586,0.971879,-0.999349,-0.446922,-1.7593,-1.813393,35
-0.701157,0.71852,-0.561586,0.971879,-0.999349,0.446922,-1.7593,-1.813393,35
-0.701157,0.71852,-0.561586,0.971879,-0.999349,1.340767,-1.7593,-1.813393,35
-0.984772,0.996657,0,0.971879,-0.999349,-1.340767,-1.7593,-1.813393,35
-0.984772,0.996657,0,0.971879,-0.999349,-0.446922,-1.7593,-1.813393,35
-0.984772,0.996657,0,0.971879,-0.999349,0.446922,-1.7593,-1.813393,35
-0.984772,0.996657,0,0.971879,-0.999349,1.340767,-1.7593,-1.813393,35
-1.173848,1.274794,0.561586,0.971879,-0.999349,-1.340767,-1.7593,-1.813393,2
-1.173848,1.274794,0.561586,0.971879,-0.999349,-0.446922,-1.7593,-1.813393,2
-1.173848,1.274794,0.561586,0.971879,-0.999349,0.446922,-1.7593,-1.813393,2
-1.173848,1.274794,0.561586,0.971879,-0.999349,1.340767,-1.7593,-1.813393,2
-1.362924,1.552931,1.123171,0.971879,-0.999349,-1.340767,-1.7593,-1.813393,37
-1.362924,1.552931,1.123171,0.971879,-0.999349,-0.446922,-1.7593,-1.813393,36
-1.362924,1.552931,1.123171,0.971879,-0.999349,0.446922,-1.7593,-1.813393,36
-1.362924,1.552931,1.123171,0.971879,-0.999349,1.340767,-1.7593,-1.813393,36
2.040447,-1.784712,-0.561586,-1.469119,0.999349,-1.340767,-1.008666,-1.168631,15
2.040447,-1.784712,-0.561586,-1.469119,0.999349,-0.446922,-1.008666,-1.168631,15
2.040447,-1.784712,-0.561586,-1.469119,0.999349,0.446922,-1.008666,-1.168631,15
2.040447,-1.784712,-0.561586,-1.469119,0.999349,1.340767,-1.008666,-1.168631,15
1.284142,-1.228438,0,-1.197897,0.999349,-1.340767,-1.008666,-1.168631,19
1.284142,-1.228438,0,-1.197897,0.999349,-0.446922,-1.008666,-1.168631,20
1.284142,-1.228438,0,-1.197897,0.999349,0.446922,-1.008666,-1.168631,19
1.284142,-1.228438,0,-1.197897,0.999349,1.340767,-1.008666,-1.168631,18
0.90599,-0.950301,-0.561586,-0.655453,0.999349,-1.340767,-1.008666,-1.168631,16
0.90599,-0.950301,-0.561586,-0.655453,0.999349,-0.446922,-1.008666,-1.168631,17
0.90599,-0.950301,-0.561586,-0.655453,0.999349,0.446922,-1.008666,-1.168631,16
0.90599,-0.950301,-0.561586,-0.655453,0.999349,1.340767,-1.008666,-1.168631,15
0.527838,-0.672164,0,-0.655453,0.999349,-1.340767,-1.008666,-1.168631,14
0.527838,-0.672164,0,-0.655453,0.999349,-0.446922,-1.008666,-1.168631,14
0.527838,-0.672164,0,-0.655453,0.999349,0.446922,-1.008666,-1.168631,14
0.527838,-0.672164,0,-0.655453,0.999349,1.340767,-1.008666,-1.168631,13
0.244223,-0.394027,0.561586,-0.655453,0.999349,-1.340767,-1.008666,-1.168631,26
0.244223,-0.394027,0.561586,-0.655453,0.999349,-0.446922,-1.008666,-1.168631,27
0.244223,-0.394027,0.561586,-0.655453,0.999349,0.446922,-1.008666,-1.168631,27
0.244223,-0.394027,0.561586,-0.655453,0.999349,1.340767,-1.008666,-1.168631,26
-0.039391,-0.11589,2.246342,-1.197897,0.999349,-1.340767,-1.008666,-1.168631,23
-0.039391,-0.11589,2.246342,-1.197897,0.999349,-0.446922,-1.008666,-1.168631,22
-0.039391,-0.11589,2.246342,-1.197897,0.999349,0.446922,-1.008666,-1.168631,23
-0.039391,-0.11589,2.246342,-1.197897,0.999349,1.340767,-1.008666,-1.168631,22
-0.228467,0.162247,-1.684757,0.971879,-0.999349,-1.340767,-1.008666,-1.168631,1
-0.228467,0.162247,-1.684757,0.971879,-0.999349,-0.446922,-1.008666,-1.168631,1
-0.228467,0.162247,-1.684757,0.971879,-0.999349,0.446922,-1.008666,-1.168631,1
-0.228467,0.162247,-1.684757,0.971879,-0.999349,1.340767,-1.008666,-1.168631,1
-0.512081,0.440383,-1.123171,0.971879,-0.999349,-1.340767,-1.008666,-1.168631,2
-0.512081,0.440383,-1.123171,0.971879,-0.999349,-0.446922,-1.008666,-1.168631,2
-0.512081,0.440383,-1.123171,0.971879,-0.999349,0.446922,-1.008666,-1.168631,2
-0.512081,0.440383,-1.123171,0.971879,-0.999349,1.340767,-1.008666,-1.168631,2
-0.701157,0.71852,-0.561586,0.971879,-0.999349,-1.340767,-1.008666,-1.168631,2
-0.701157,0.71852,-0.561586,0.971879,-0.999349,-0.446922,-1.008666,-1.168631,2
-0.701157,0.71852,-0.561586,0.971879,-0.999349,0.446922,-1.008666,-1.168631,2
-0.701157,0.71852,-0.561586,0.971879,-0.999349,1.340767,-1.008666,-1.168631,2
-0.984772,0.996657,0,0.971879,-0.999349,-1.340767,-1.008666,-1.168631,3
-0.984772,0.996657,0,0.971879,-0.999349,-0.446922,-1.008666,-1.168631,3
-0.984772,0.996657,0,0.971879,-0.999349,0.446922,-1.008666,-1.168631,3
-0.984772,0.996657,0,0.971879,-0.999349,1.340767,-1.008666,-1.168631,3
-1.173848,1.274794,0.561586,0.971879,-0.999349,-1.340767,-1.008666,-1.168631,6
-1.173848,1.274794,0.561586,0.971879,-0.999349,-0.446922,-1.008666,-1.168631,6
-1.173848,1.274794,0.561586,0.971879,-0.999349,0.446922,-1.008666,-1.168631,6
-1.173848,1.274794,0.561586,0.971879,-0.999349,1.340767,-1.008666,-1.168631,6
-1.362924,1.552931,1.123171,0.971879,-0.999349,-1.340767,-1.008666,-1.168631,4
-1.362924,1.552931,1.123171,0.971879,-0.999349,-0.446922,-1.008666,-1.168631,4
-1.362924,1.552931,1.123171,0.971879,-0.999349,0.446922,-1.008666,-1.168631,4
-1.362924,1.552931,1.123171,0.971879,-0.999349,1.340767,-1.008666,-1.168631,4
2.040447,-1.784712,-0.561586,-1.469119,0.999349,-1.340767,-1.008666,-0.523869,14
2.040447,-1.784712,-0.561586,-1.469119,0.999349,-0.446922,-1.008666,-0.523869,14
2.040447,-1.784712,-0.561586,-1.469119,0.999349,0.446922,-1.008666,-0.523869,14
2.040447,-1.784712,-0.561586,-1.469119,0.999349,1.340767,-1.008666,-0.523869,14
1.284142,-1.228438,0,-1.197897,0.999349,-1.340767,-1.008666,-0.523869,19
1.284142,-1.228438,0,-1.197897,0.999349,-0.446922,-1.008666,-0.523869,20
1.284142,-1.228438,0,-1.197897,0.999349,0.446922,-1.008666,-0.523869,19
1.284142,-1.228438,0,-1.197897,0.999349,1.340767,-1.008666,-0.523869,18
0.90599,-0.950301,-0.561586,-0.655453,0.999349,-1.340767,-1.008666,-0.523869,16
0.90599,-0.950301,-0.561586,-0.655453,0.999349,-0.446922,-1.008666,-0.523869,17
0.90599,-0.950301,-0.561586,-0.655453,0.999349,0.446922,-1.008666,-0.523869,16
0.90599,-0.950301,-0.561586,-0.655453,0.999349,1.340767,-1.008666,-0.523869,15
0.527838,-0.672164,0,-0.655453,0.999349,-1.340767,-1.008666,-0.523869,14
0.527838,-0.672164,0,-0.655453,0.999349,-0.446922,-1.008666,-0.523869,14
0.527838,-0.672164,0,-0.655453,0.999349,0.446922,-1.008666,-0.523869,14
0.527838,-0.672164,0,-0.655453,0.999349,1.340767,-1.008666,-0.523869,13
0.244223,-0.394027,0.561586,-0.655453,0.999349,-1.340767,-1.008666,-0.523869,26
0.244223,-0.394027,0.561586,-0.655453,0.999349,-0.446922,-1.008666,-0.523869,27
0.244223,-0.394027,0.561586,-0.655453,0.999349,0.446922,-1.008666,-0.523869,27
0.244223,-0.394027,0.561586,-0.655453,0.999349,1.340767,-1.008666,-0.523869,26
-0.039391,-0.11589,2.246342,-1.197897,0.999349,-1.340767,-1.008666,-0.523869,23
-0.039391,-0.11589,2.246342,-1.197897,0.999349,-0.446922,-1.008666,-0.523869,22
-0.039391,-0.11589,2.246342,-1.197897,0.999349,0.446922,-1.008666,-0.523869,23
-0.039391,-0.11589,2.246342,-1.197897,0.999349,1.340767,-1.008666,-0.523869,22
-0.228467,0.162247,-1.684757,0.971879,-0.999349,-1.340767,-1.008666,-0.523869,1
-0.228467,0.162247,-1.684757,0.971879,-0.999349,-0.446922,-1.008666,-0.523869,1
-0.228467,0.162247,-1.684757,0.971879,-0.999349,0.446922,-1.008666,-0.523869,1
-0.228467,0.162247,-1.684757,0.971879,-0.999349,1.340767,-1.008666,-0.523869,1
-0.512081,0.440383,-1.123171,0.971879,-0.999349,-1.340767,-1.008666,-0.523869,2
-0.512081,0.440383,-1.123171,0.971879,-0.999349,-0.446922,-1.008666,-0.523869,2
-0.512081,0.440383,-1.123171,0.971879,-0.999349,0.446922,-1.008666,-0.523869,2
-0.512081,0.440383,-1.123171,0.971879,-0.999349,1.340767,-1.008666,-0.523869,2
-0.701157,0.71852,-0.561586,0.971879,-0.999349,-1.340767,-1.008666,-0.523869,2
-0.701157,0.71852,-0.561586,0.971879,-0.999349,-0.446922,-1.008666,-0.523869,2
-0.701157,0.71852,-0.561586,0.971879,-0.999349,0.446922,-1.008666,-0.523869,2
-0.701157,0.71852,-0.561586,0.971879,-0.999349,1.340767,-1.008666,-0.523869,2
-0.984772,0.996657,0,0.971879,-0.999349,-1.340767,-1.008666,-0.523869,2
-0.984772,0.996657,0,0.971879,-0.999349,-0.446922,-1.008666,-0.523869,2
-0.984772,0.996657,0,0.971879,-0.999349,0.446922,-1.008666,-0.523869,2
-0.984772,0.996657,0,0.971879,-0.999349,1.340767,-1.008666,-0.523869,2
-1.173848,1.274794,0.561586,0.971879,-0.999349,-1.340767,-1.008666,-0.523869,6
-1.173848,1.274794,0.561586,0.971879,-0.999349,-0.446922,-1.008666,-0.523869,6
-1.173848,1.274794,0.561586,0.971879,-0.999349,0.446922,-1.008666,-0.523869,6
-1.173848,1.274794,0.561586,0.971879,-0.999349,1.340767,-1.008666,-0.523869,6
-1.362924,1.552931,1.123171,0.971879,-0.999349,-1.340767,-1.008666,-0.523869,4
-1.362924,1.552931,1.123171,0.971879,-0.999349,-0.446922,-1.008666,-0.523869,4
-1.362924,1.552931,1.123171,0.971879,-0.999349,0.446922,-1.008666,-0.523869,4
-1.362924,1.552931,1.123171,0.971879,-0.999349,1.340767,-1.008666,-0.523869,4
2.040447,-1.784712,-0.561586,-1.469119,0.999349,-1.340767,-1.008666,0.120893,14
2.040447,-1.784712,-0.561586,-1.469119,0.999349,-0.446922,-1.008666,0.120893,14
2.040447,-1.784712,-0.561586,-1.469119,0.999349,0.446922,-1.008666,0.120893,14
2.040447,-1.784712,-0.561586,-1.469119,0.999349,1.340767,-1.008666,0.120893,14
1.284142,-1.228438,0,-1.197897,0.999349,-1.340767,-1.008666,0.120893,18
1.284142,-1.228438,0,-1.197897,0.999349,-0.446922,-1.008666,0.120893,19
1.284142,-1.228438,0,-1.197897,0.999349,0.446922,-1.008666,0.120893,20
1.284142,-1.228438,0,-1.197897,0.999349,1.340767,-1.008666,0.120893,19
0.90599,-0.950301,-0.561586,-0.655453,0.999349,-1.340767,-1.008666,0.120893,15
0.90599,-0.950301,-0.561586,-0.655453,0.999349,-0.446922,-1.008666,0.120893,16
0.90599,-0.950301,-0.561586,-0.655453,0.999349,0.446922,-1.008666,0.120893,17
0.90599,-0.950301,-0.561586,-0.655453,0.999349,1.340767,-1.008666,0.120893,16
0.527838,-0.672164,0,-0.655453,0.999349,-1.340767,-1.008666,0.120893,13
0.527838,-0.672164,0,-0.655453,0.999349,-0.446922,-1.008666,0.120893,14
0.527838,-0.672164,0,-0.655453,0.999349,0.446922,-1.008666,0.120893,14
0.527838,-0.672164,0,-0.655453,0.999349,1.340767,-1.008666,0.120893,14
0.244223,-0.394027,0.561586,-0.655453,0.999349,-1.340767,-1.008666,0.120893,26
0.244223,-0.394027,0.561586,-0.655453,0.999349,-0.446922,-1.008666,0.120893,25
0.244223,-0.394027,0.561586,-0.655453,0.999349,0.446922,-1.008666,0.120893,27
0.244223,-0.394027,0.561586,-0.655453,0.999349,1.340767,-1.008666,0.120893,27
-0.039391,-0.11589,2.246342,-1.197897,0.999349,-1.340767,-1.008666,0.120893,23
-0.039391,-0.11589,2.246342,-1.197897,0.999349,-0.446922,-1.008666,0.120893,23
-0.039391,-0.11589,2.246342,-1.197897,0.999349,0.446922,-1.008666,0.120893,22
-0.039391,-0.11589,2.246342,-1.197897,0.999349,1.340767,-1.008666,0.120893,23
-0.228467,0.162247,-1.684757,0.971879,-0.999349,-1.340767,-1.008666,0.120893,1
-0.228467,0.162247,-1.684757,0.971879,-0.999349,-0.446922,-1.008666,0.120893,1
-0.228467,0.162247,-1.684757,0.971879,-0.999349,0.446922,-1.008666,0.120893,1
-0.228467,0.162247,-1.684757,0.971879,-0.999349,1.340767,-1.008666,0.120893,1
-0.512081,0.440383,-1.123171,0.971879,-0.999349,-1.340767,-1.008666,0.120893,2
-0.512081,0.440383,-1.123171,0.971879,-0.999349,-0.446922,-1.008666,0.120893,2
-0.512081,0.440383,-1.123171,0.971879,-0.999349,0.446922,-1.008666,0.120893,2
-0.512081,0.440383,-1.123171,0.971879,-0.999349,1.340767,-1.008666,0.120893,2
-0.701157,0.71852,-0.561586,0.971879,-0.999349,-1.340767,-1.008666,0.120893,2
-0.701157,0.71852,-0.561586,0.971879,-0.999349,-0.446922,-1.008666,0.120893,2
-0.701157,0.71852,-0.561586,0.971879,-0.999349,0.446922,-1.008666,0.120893,2
-0.701157,0.71852,-0.561586,0.971879,-0.999349,1.340767,-1.008666,0.120893,2
-0.984772,0.996657,0,0.971879,-0.999349,-1.340767,-1.008666,0.120893,3
-0.984772,0.996657,0,0.971879,-0.999349,-0.446922,-1.008666,0.120893,3
-0.984772,0.996657,0,0.971879,-0.999349,0.446922,-1.008666,0.120893,3
-0.984772,0.996657,0,0.971879,-0.999349,1.340767,-1.008666,0.120893,3
-1.173848,1.274794,0.561586,0.971879,-0.999349,-1.340767,-1.008666,0.120893,6
-1.173848,1.274794,0.561586,0.971879,-0.999349,-0.446922,-1.008666,0.120893,6
-1.173848,1.274794,0.561586,0.971879,-0.999349,0.446922,-1.008666,0.120893,6
-1.173848,1.274794,0.561586,0.971879,-0.999349,1.340767,-1.008666,0.120893,6
-1.362924,1.552931,1.123171,0.971879,-0.999349,-1.340767,-1.008666,0.120893,4
-1.362924,1.552931,1.123171,0.971879,-0.999349,-0.446922,-1.008666,0.120893,4
-1.362924,1.552931,1.123171,0.971879,-0.999349,0.446922,-1.008666,0.120893,4
-1.362924,1.552931,1.123171,0.971879,-0.999349,1.340767,-1.008666,0.120893,4
2.040447,-1.784712,-0.561586,-1.469119,0.999349,-1.340767,-1.008666,0.765655,14
2.040447,-1.784712,-0.561586,-1.469119,0.999349,-0.446922,-1.008666,0.765655,14
2.040447,-1.784712,-0.561586,-1.469119,0.999349,0.446922,-1.008666,0.765655,14
2.040447,-1.784712,-0.561586,-1.469119,0.999349,1.340767,-1.008666,0.765655,14
1.284142,-1.228438,0,-1.197897,0.999349,-1.340767,-1.008666,0.765655,19
1.284142,-1.228438,0,-1.197897,0.999349,-0.446922,-1.008666,0.765655,18
1.284142,-1.228438,0,-1.197897,0.999349,0.446922,-1.008666,0.765655,19
1.284142,-1.228438,0,-1.197897,0.999349,1.340767,-1.008666,0.765655,20
0.90599,-0.950301,-0.561586,-0.655453,0.999349,-1.340767,-1.008666,0.765655,16
0.90599,-0.950301,-0.561586,-0.655453,0.999349,-0.446922,-1.008666,0.765655,15
0.90599,-0.950301,-0.561586,-0.655453,0.999349,0.446922,-1.008666,0.765655,16
0.90599,-0.950301,-0.561586,-0.655453,0.999349,1.340767,-1.008666,0.765655,17
0.527838,-0.672164,0,-0.655453,0.999349,-1.340767,-1.008666,0.765655,14
0.527838,-0.672164,0,-0.655453,0.999349,-0.446922,-1.008666,0.765655,13
0.527838,-0.672164,0,-0.655453,0.999349,0.446922,-1.008666,0.765655,14
0.527838,-0.672164,0,-0.655453,0.999349,1.340767,-1.008666,0.765655,14
0.244223,-0.394027,0.561586,-0.655453,0.999349,-1.340767,-1.008666,0.765655,27
0.244223,-0.394027,0.561586,-0.655453,0.999349,-0.446922,-1.008666,0.765655,26
0.244223,-0.394027,0.561586,-0.655453,0.999349,0.446922,-1.008666,0.765655,25
0.244223,-0.394027,0.561586,-0.655453,0.999349,1.340767,-1.008666,0.765655,27
-0.039391,-0.11589,2.246342,-1.197897,0.999349,-1.340767,-1.008666,0.765655,23
-0.039391,-0.11589,2.246342,-1.197897,0.999349,-0.446922,-1.008666,0.765655,22
-0.039391,-0.11589,2.246342,-1.197897,0.999349,0.446922,-1.008666,0.765655,23
-0.039391,-0.11589,2.246342,-1.197897,0.999349,1.340767,-1.008666,0.765655,22
-0.228467,0.162247,-1.684757,0.971879,-0.999349,-1.340767,-1.008666,0.765655,1
-0.228467,0.162247,-1.684757,0.971879,-0.999349,-0.446922,-1.008666,0.765655,1
-0.228467,0.162247,-1.684757,0.971879,-0.999349,0.446922,-1.008666,0.765655,1
-0.228467,0.162247,-1.684757,0.971879,-0.999349,1.340767,-1.008666,0.765655,1
-0.512081,0.440383,-1.123171,0.971879,-0.999349,-1.340767,-1.008666,0.765655,2
-0.512081,0.440383,-1.123171,0.971879,-0.999349,-0.446922,-1.008666,0.765655,2
-0.512081,0.440383,-1.123171,0.971879,-0.999349,0.446922,-1.008666,0.765655,2
-0.512081,0.440383,-1.123171,0.971879,-0.999349,1.340767,-1.008666,0.765655,2
-0.701157,0.71852,-0.561586,0.971879,-0.999349,-1.340767,-1.008666,0.765655,2
-0.701157,0.71852,-0.561586,0.971879,-0.999349,-0.446922,-1.008666,0.765655,2
-0.701157,0.71852,-0.561586,0.971879,-0.999349,0.446922,-1.008666,0.765655,2
-0.701157,0.71852,-0.561586,0.971879,-0.999349,1.340767,-1.008666,0.765655,2
-0.984772,0.996657,0,0.971879,-0.999349,-1.340767,-1.008666,0.765655,2
-0.984772,0.996657,0,0.971879,-0.999349,-0.446922,-1.008666,0.765655,2
-0.984772,0.996657,0,0.971879,-0.999349,0.446922,-1.008666,0.765655,2
-0.984772,0.996657,0,0.971879,-0.999349,1.340767,-1.008666,0.765655,2
-1.173848,1.274794,0.561586,0.971879,-0.999349,-1.340767,-1.008666,0.765655,6
-1.173848,1.274794,0.561586,0.971879,-0.999349,-0.446922,-1.008666,0.765655,6
-1.173848,1.274794,0.561586,0.971879,-0.999349,0.446922,-1.008666,0.765655,6
-1.173848,1.274794,0.561586,0.971879,-0.999349,1.340767,-1.008666,0.765655,6
-1.362924,1.552931,1.123171,0.971879,-0.999349,-1.340767,-1.008666,0.765655,4
-1.362924,1.552931,1.123171,0.971879,-0.999349,-0.446922,-1.008666,0.765655,4
-1.362924,1.552931,1.123171,0.971879,-0.999349,0.446922,-1.008666,0.765655,4
-1.362924,1.552931,1.123171,0.971879,-0.999349,1.340767,-1.008666,0.765655,4
2.040447,-1.784712,-0.561586,-1.469119,0.999349,-1.340767,-1.008666,1.410417,14
2.040447,-1.784712,-0.561586,-1.469119,0.999349,-0.446922,-1.008666,1.410417,14
2.040447,-1.784712,-0.561586,-1.469119,0.999349,0.446922,-1.008666,1.410417,14
2.040447,-1.784712,-0.561586,-1.469119,0.999349,1.340767,-1.008666,1.410417,14
1.284142,-1.228438,0,-1.197897,0.999349,-1.340767,-1.008666,1.410417,20
1.284142,-1.228438,0,-1.197897,0.999349,-0.446922,-1.008666,1.410417,19
1.284142,-1.228438,0,-1.197897,0.999349,0.446922,-1.008666,1.410417,18
1.284142,-1.228438,0,-1.197897,0.999349,1.340767,-1.008666,1.410417,19
0.90599,-0.950301,-0.561586,-0.655453,0.999349,-1.340767,-1.008666,1.410417,17
0.90599,-0.950301,-0.561586,-0.655453,0.999349,-0.446922,-1.008666,1.410417,16
0.90599,-0.950301,-0.561586,-0.655453,0.999349,0.446922,-1.008666,1.410417,15
0.90599,-0.950301,-0.561586,-0.655453,0.999349,1.340767,-1.008666,1.410417,16
0.527838,-0.672164,0,-0.655453,0.999349,-1.340767,-1.008666,1.410417,14
0.527838,-0.672164,0,-0.655453,0.999349,-0.446922,-1.008666,1.410417,14
0.527838,-0.672164,0,-0.655453,0.999349,0.446922,-1.008666,1.410417,13
0.527838,-0.672164,0,-0.655453,0.999349,1.340767,-1.008666,1.410417,14
0.244223,-0.394027,0.561586,-0.655453,0.999349,-1.340767,-1.008666,1.410417,27
0.244223,-0.394027,0.561586,-0.655453,0.999349,-0.446922,-1.008666,1.410417,27
0.244223,-0.394027,0.561586,-0.655453,0.999349,0.446922,-1.008666,1.410417,27
0.244223,-0.394027,0.561586,-0.655453,0.999349,1.340767,-1.008666,1.410417,25
-0.039391,-0.11589,2.246342,-1.197897,0.999349,-1.340767,-1.008666,1.410417,22
-0.039391,-0.11589,2.246342,-1.197897,0.999349,-0.446922,-1.008666,1.410417,23
-0.039391,-0.11589,2.246342,-1.197897,0.999349,0.446922,-1.008666,1.410417,22
-0.039391,-0.11589,2.246342,-1.197897,0.999349,1.340767,-1.008666,1.410417,23
-0.228467,0.162247,-1.684757,0.971879,-0.999349,-1.340767,-1.008666,1.410417,1
-0.228467,0.162247,-1.684757,0.971879,-0.999349,-0.446922,-1.008666,1.410417,1
-0.228467,0.162247,-1.684757,0.971879,-0.999349,0.446922,-1.008666,1.410417,1
-0.228467,0.162247,-1.684757,0.971879,-0.999349,1.340767,-1.008666,1.410417,1
-0.512081,0.440383,-1.123171,0.971879,-0.999349,-1.340767,-1.008666,1.410417,2
-0.512081,0.440383,-1.123171,0.971879,-0.999349,-0.446922,-1.008666,1.410417,2
-0.512081,0.440383,-1.123171,0.971879,-0.999349,0.446922,-1.008666,1.410417,2
-0.512081,0.440383,-1.123171,0.971879,-0.999349,1.340767,-1.008666,1.410417,5
-0.701157,0.71852,-0.561586,0.971879,-0.999349,-1.340767,-1.008666,1.410417,2
-0.701157,0.71852,-0.561586,0.971879,-0.999349,-0.446922,-1.008666,1.410417,2
-0.701157,0.71852,-0.561586,0.971879,-0.999349,0.446922,-1.008666,1.410417,2
-0.701157,0.71852,-0.561586,0.971879,-0.999349,1.340767,-1.008666,1.410417,2
-0.984772,0.996657,0,0.971879,-0.999349,-1.340767,-1.008666,1.410417,2
-0.984772,0.996657,0,0.971879,-0.999349,-0.446922,-1.008666,1.410417,2
-0.984772,0.996657,0,0.971879,-0.999349,0.446922,-1.008666,1.410417,2
-0.984772,0.996657,0,0.971879,-0.999349,1.340767,-1.008666,1.410417,2
-1.173848,1.274794,0.561586,0.971879,-0.999349,-1.340767,-1.008666,1.410417,6
-1.173848,1.274794,0.561586,0.971879,-0.999349,-0.446922,-1.008666,1.410417,6
-1.173848,1.274794,0.561586,0.971879,-0.999349,0.446922,-1.008666,1.410417,6
-1.173848,1.274794,0.561586,0.971879,-0.999349,1.340767,-1.008666,1.410417,6
-1.362924,1.552931,1.123171,0.971879,-0.999349,-1.340767,-1.008666,1.410417,4
-1.362924,1.552931,1.123171,0.971879,-0.999349,-0.446922,-1.008666,1.410417,4
-1.362924,1.552931,1.123171,0.971879,-0.999349,0.446922,-1.008666,1.410417,4
-1.362924,1.552931,1.123171,0.971879,-0.999349,1.340767,-1.008666,1.410417,4
2.040447,-1.784712,-0.561586,-1.469119,0.999349,-1.340767,0.117287,-1.168631,18
2.040447,-1.784712,-0.561586,-1.469119,0.999349,-0.446922,0.117287,-1.168631,18
2.040447,-1.784712,-0.561586,-1.469119,0.999349,0.446922,0.117287,-1.168631,18
2.040447,-1.784712,-0.561586,-1.469119,0.999349,1.340767,0.117287,-1.168631,18
1.284142,-1.228438,0,-1.197897,0.999349,-1.340767,0.117287,-1.168631,23
1.284142,-1.228438,0,-1.197897,0.999349,-0.446922,0.117287,-1.168631,23
1.284142,-1.228438,0,-1.197897,0.999349,0.446922,0.117287,-1.168631,23
1.284142,-1.228438,0,-1.197897,0.999349,1.340767,0.117287,-1.168631,22
0.90599,-0.950301,-0.561586,-0.655453,0.999349,-1.340767,0.117287,-1.168631,20
0.90599,-0.950301,-0.561586,-0.655453,0.999349,-0.446922,0.117287,-1.168631,20
0.90599,-0.950301,-0.561586,-0.655453,0.999349,0.446922,0.117287,-1.168631,20
