@relation energy-efficiency-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute y1 numeric

@data
0.194444,0.75,0.285714,1,0,0.333333,0,0,35
0.194444,0.75,0.285714,1,0,0.666667,0,0,35
0.194444,0.75,0.285714,1,0,1,0,0,35
0.111111,0.833333,0.428571,1,0,0,0,0,35
0.111111,0.833333,0.428571,1,0,0.333333,0,0,35
0.111111,0.833333,0.428571,1,0,0.666667,0,0,35
0.111111,0.833333,0.428571,1,0,1,0,0,35
0.055556,0.916667,0.571429,1,0,0,0,0,2
0.055556,0.916667,0.571429,1,0,0.333333,0,0,2
0.055556,0.916667,0.571429,1,0,0.666667,0,0,2
0.055556,0.916667,0.571429,1,0,1,0,0,2
0,1,0.714286,1,0,0,0,0,37
0,1,0.714286,1,0,0.333333,0,0,36
0,1,0.714286,1,0,0.666667,0,0,36
0,1,0.714286,1,0,1,0,0,36
1,0,0.285714,0,1,0,0.25,0.2,15
1,0,0.285714,0,1,0.333333,0.25,0.2,15
1,0,0.285714,0,1,0.666667,0.25,0.2,15
1,0,0.285714,0,1,1,0.25,0.2,15
0.777778,0.166667,0.428571,0.111111,1,0,0.25,0.2,19
0.777778,0.166667,0.428571,0.111111,1,0.333333,0.25,0.2,20
0.777778,0.166667,0.428571,0.111111,1,0.666667,0.25,0.2,19
0.777778,0.166667,0.428571,0.111111,1,1,0.25,0.2,18
0.666667,0.25,0.285714,0.333333,1,0,0.25,0.2,16
0.666667,0.25,0.285714,0.333333,1,0.333333,0.25,0.2,17
0.666667,0.25,0.285714,0.333333,1,0.666667,0.25,0.2,16
0.666667,0.25,0.285714,0.333333,1,1,0.25,0.2,15
0.555556,0.333333,0.428571,0.333333,1,0,0.25,0.2,14
0.555556,0.333333,0.428571,0.333333,1,0.333333,0.25,0.2,14
0.555556,0.333333,0.428571,0.333333,1,0.666667,0.25,0.2,14
0.555556,0.333333,0.428571,0.333333,1,1,0.25,0.2,13
0.472222,0.416667,0.571429,0.333333,1,0,0.25,0.2,26
0.472222,0.416667,0.571429,0.333333,1,0.333333,0.25,0.2,27
0.472222,0.416667,0.571429,0.333333,1,0.666667,0.25,0.2,27
0.472222,0.416667,0.571429,0.333333,1,1,0.25,0.2,26
0.388889,0.5,1,0.111111,1,0,0.25,0.2,23
0.388889,0.5,1,0.111111,1,0.333333,0.25,0.2,22
0.388889,0.5,1,0.111111,1,0.666667,0.25,0.2,23
0.388889,0.5,1,0.111111,1,1,0.25,0.2,22
0.333333,0.583333,0,1,0,0,0.25,0.2,1
0.333333,0.583333,0,1,0,0.333333,0.25,0.2,1
0.333333,0.583333,0,1,0,0.666667,0.25,0.2,1
0.333333,0.583333,0,1,0,1,0.25,0.2,1
0.25,0.666667,0.142857,1,0,0,0.25,0.2,2
0.25,0.666667,0.142857,1,0,0.333333,0.25,0.2,2
0.25,0.666667,0.142857,1,0,0.666667,0.25,0.2,2
0.25,0.666667,0.142857,1,0,1,0.25,0.2,2
0.194444,0.75,0.285714,1,0,0,0.25,0.2,2
0.194444,0.75,0.285714,1,0,0.333333,0.25,0.2,2
0.194444,0.75,0.285714,1,0,0.666667,0.25,0.2,2
0.194444,0.75,0.285714,1,0,1,0.25,0.2,2
0.111111,0.833333,0.428571,1,0,0,0.25,0.2,3
0.111111,0.833333,0.428571,1,0,0.333333,0.25,0.2,3
0.111111,0.833333,0.428571,1,0,0.666667,0.25,0.2,3
0.111111,0.833333,0.428571,1,0,1,0.25,0.2,3
0.055556,0.916667,0.571429,1,0,0,0.25,0.2,6
0.055556,0.916667,0.571429,1,0,0.333333,0.25,0.2,6
0.055556,0.916667,0.571429,1,0,0.666667,0.25,0.2,6
0.055556,0.916667,0.571429,1,0,1,0.25,0.2,6
0,1,0.714286,1,0,0,0.25,0.2,4
0,1,0.714286,1,0,0.333333,0.25,0.2,4
0,1,0.714286,1,0,0.666667,0.25,0.2,4
0,1,0.714286,1,0,1,0.25,0.2,4
1,0,0.285714,0,1,0,0.25,0.4,14
1,0,0.285714,0,1,0.333333,0.25,0.4,14
1,0,0.285714,0,1,0.666667,0.25,0.4,14
1,0,0.285714,0,1,1,0.25,0.4,14
0.777778,0.166667,0.428571,0.111111,1,0,0.25,0.4,19
0.777778,0.166667,0.428571,0.111111,1,0.333333,0.25,0.4,20
0.777778,0.166667,0.428571,0.111111,1,0.666667,0.25,0.4,19
0.777778,0.166667,0.428571,0.111111,1,1,0.25,0.4,18
0.666667,0.25,0.285714,0.333333,1,0,0.25,0.4,16
0.666667,0.25,0.285714,0.333333,1,0.333333,0.25,0.4,17
0.666667,0.25,0.285714,0.333333,1,0.666667,0.25,0.4,16
0.666667,0.25,0.285714,0.333333,1,1,0.25,0.4,15
0.555556,0.333333,0.428571,0.333333,1,0,0.25,0.4,14
0.555556,0.333333,0.428571,0.333333,1,0.333333,0.25,0.4,14
0.555556,0.333333,0.428571,0.333333,1,0.666667,0.25,0.4,14
0.555556,0.333333,0.428571,0.333333,1,1,0.25,0.4,13
0.472222,0.416667,0.571429,0.333333,1,0,0.25,0.4,26
0.472222,0.416667,0.571429,0.333333,1,0.333333,0.25,0.4,27
0.472222,0.416667,0.571429,0.333333,1,0.666667,0.25,0.4,27
0.472222,0.416667,0.571429,0.333333,1,1,0.25,0.4,26
0.388889,0.5,1,0.111111,1,0,0.25,0.4,23
0.388889,0.5,1,0.111111,1,0.333333,0.25,0.4,22
0.388889,0.5,1,0.111111,1,0.666667,0.25,0.4,23
0.388889,0.5,1,0.111111,1,1,0.25,0.4,22
0.333333,0.583333,0,1,0,0,0.25,0.4,1
0.333333,0.583333,0,1,0,0.333333,0.25,0.4,1
0.333333,0.583333,0,1,0,0.666667,0.25,0.4,1
0.333333,0.583333,0,1,0,1,0.25,0.4,1
0.25,0.666667,0.142857,1,0,0,0.25,0.4,2
0.25,0.666667,0.142857,1,0,0.333333,0.25,0.4,2
0.25,0.666667,0.142857,1,0,0.666667,0.25,0.4,2
0.25,0.666667,0.142857,1,0,1,0.25,0.4,2
0.194444,0.75,0.285714,1,0,0,0.25,0.4,2
0.194444,0.75,0.285714,1,0,0.333333,0.25,0.4,2
0.194444,0.75,0.285714,1,0,0.666667,0.25,0.4,2
0.194444,0.75,0.285714,1,0,1,0.25,0.4,2
0.111111,0.833333,0.428571,1,0,0,0.25,0.4,2
0.111111,0.833333,0.428571,1,0,0.333333,0.25,0.4,2
0.111111,0.833333,0.428571,1,0,0.666667,0.25,0.4,2
0.111111,0.833333,0.428571,1,0,1,0.25,0.4,2
0.055556,0.916667,0.571429,1,0,0,0.25,0.4,6
0.055556,0.916667,0.571429,1,0,0.333333,0.25,0.4,6
0.055556,0.916667,0.571429,1,0,0.666667,0.25,0.4,6
0.055556,0.916667,0.571429,1,0,1,0.25,0.4,6
0,1,0.714286,1,0,0,0.25,0.4,4
0,1,0.714286,1,0,0.333333,0.25,0.4,4
0,1,0.714286,1,0,0.666667,0.25,0.4,4
0,1,0.714286,1,0,1,0.25,0.4,4
1,0,0.285714,0,1,0,0.25,0.6,14
1,0,0.285714,0,1,0.333333,0.25,0.6,14
1,0,0.285714,0,1,0.666667,0.25,0.6,14
1,0,0.285714,0,1,1,0.25,0.6,14
0.777778,0.166667,0.428571,0.111111,1,0,0.25,0.6,18
0.777778,0.166667,0.428571,0.111111,1,0.333333,0.25,0.6,19
0.777778,0.166667,0.428571,0.111111,1,0.666667,0.25,0.6,20
0.777778,0.166667,0.428571,0.111111,1,1,0.25,0.6,19
0.666667,0.25,0.285714,0.333333,1,0,0.25,0.6,15
0.666667,0.25,0.285714,0.333333,1,0.333333,0.25,0.6,16
0.666667,0.25,0.285714,0.333333,1,0.666667,0.25,0.6,17
0.666667,0.25,0.285714,0.333333,1,1,0.25,0.6,16
0.555556,0.333333,0.428571,0.333333,1,0,0.25,0.6,13
0.555556,0.333333,0.428571,0.333333,1,0.333333,0.25,0.6,14
0.555556,0.333333,0.428571,0.333333,1,0.666667,0.25,0.6,14
0.555556,0.333333,0.428571,0.333333,1,1,0.25,0.6,14
0.472222,0.416667,0.571429,0.333333,1,0,0.25,0.6,26
0.472222,0.416667,0.571429,0.333333,1,0.333333,0.25,0.6,25
0.472222,0.416667,0.571429,0.333333,1,0.666667,0.25,0.6,27
0.472222,0.416667,0.571429,0.333333,1,1,0.25,0.6,27
0.388889,0.5,1,0.111111,1,0,0.25,0.6,23
0.388889,0.5,1,0.111111,1,0.333333,0.25,0.6,23
0.388889,0.5,1,0.111111,1,0.666667,0.25,0.6,22
0.388889,0.5,1,0.111111,1,1,0.25,0.6,23
0.333333,0.583333,0,1,0,0,0.25,0.6,1
0.333333,0.583333,0,1,0,0.333333,0.25,0.6,1
0.333333,0.583333,0,1,0,0.666667,0.25,0.6,1
0.333333,0.583333,0,1,0,1,0.25,0.6,1
0.25,0.666667,0.142857,1,0,0,0.25,0.6,2
0.25,0.666667,0.142857,1,0,0.333333,0.25,0.6,2
0.25,0.666667,0.142857,1,0,0.666667,0.25,0.6,2
0.25,0.666667,0.142857,1,0,1,0.25,0.6,2
0.194444,0.75,0.285714,1,0,0,0.25,0.6,2
0.194444,0.75,0.285714,1,0,0.333333,0.25,0.6,2
0.194444,0.75,0.285714,1,0,0.666667,0.25,0.6,2
0.194444,0.75,0.285714,1,0,1,0.25,0.6,2
0.111111,0.833333,0.428571,1,0,0,0.25,0.6,3
0.111111,0.833333,0.428571,1,0,0.333333,0.25,0.6,3
0.111111,0.833333,0.428571,1,0,0.666667,0.25,0.6,3
0.111111,0.833333,0.428571,1,0,1,0.25,0.6,3
0.055556,0.916667,0.571429,1,0,0,0.25,0.6,6
0.055556,0.916667,0.571429,1,0,0.333333,0.25,0.6,6
0.055556,0.916667,0.571429,1,0,0.666667,0.25,0.6,6
0.055556,0.916667,0.571429,1,0,1,0.25,0.6,6
0,1,0.714286,1,0,0,0.25,0.6,4
0,1,0.714286,1,0,0.333333,0.25,0.6,4
0,1,0.714286,1,0,0.666667,0.25,0.6,4
0,1,0.714286,1,0,1,0.25,0.6,4
1,0,0.285714,0,1,0,0.25,0.8,14
1,0,0.285714,0,1,0.333333,0.25,0.8,14
1,0,0.285714,0,1,0.666667,0.25,0.8,14
1,0,0.285714,0,1,1,0.25,0.8,14
0.777778,0.166667,0.428571,0.111111,1,0,0.25,0.8,19
0.777778,0.166667,0.428571,0.111111,1,0.333333,0.25,0.8,18
0.777778,0.166667,0.428571,0.111111,1,0.666667,0.25,0.8,19
0.777778,0.166667,0.428571,0.111111,1,1,0.25,0.8,20
0.666667,0.25,0.285714,0.333333,1,0,0.25,0.8,16
0.666667,0.25,0.285714,0.333333,1,0.333333,0.25,0.8,15
0.666667,0.25,0.285714,0.333333,1,0.666667,0.25,0.8,16
0.666667,0.25,0.285714,0.333333,1,1,0.25,0.8,17
0.555556,0.333333,0.428571,0.333333,1,0,0.25,0.8,14
0.555556,0.333333,0.428571,0.333333,1,0.333333,0.25,0.8,13
0.555556,0.333333,0.428571,0.333333,1,0.666667,0.25,0.8,14
0.555556,0.333333,0.428571,0.333333,1,1,0.25,0.8,14
0.472222,0.416667,0.571429,0.333333,1,0,0.25,0.8,27
0.472222,0.416667,0.571429,0.333333,1,0.333333,0.25,0.8,26
0.472222,0.416667,0.571429,0.333333,1,0.666667,0.25,0.8,25
0.472222,0.416667,0.571429,0.333333,1,1,0.25,0.8,27
0.388889,0.5,1,0.111111,1,0,0.25,0.8,23
0.388889,0.5,1,0.111111,1,0.333333,0.25,0.8,22
0.388889,0.5,1,0.111111,1,0.666667,0.25,0.8,23
0.388889,0.5,1,0.111111,1,1,0.25,0.8,22
0.333333,0.583333,0,1,0,0,0.25,0.8,1
0.333333,0.583333,0,1,0,0.333333,0.25,0.8,1
0.333333,0.583333,0,1,0,0.666667,0.25,0.8,1
0.333333,0.583333,0,1,0,1,0.25,0.8,1
0.25,0.666667,0.142857,1,0,0,0.25,0.8,2
0.25,0.666667,0.142857,1,0,0.333333,0.25,0.8,2
0.25,0.666667,0.142857,1,0,0.666667,0.25,0.8,2
0.25,0.666667,0.142857,1,0,1,0.25,0.8,2
0.194444,0.75,0.285714,1,0,0,0.25,0.8,2
0.194444,0.75,0.285714,1,0,0.333333,0.25,0.8,2
0.194444,0.75,0.285714,1,0,0.666667,0.25,0.8,2
0.194444,0.75,0.285714,1,0,1,0.25,0.8,2
0.111111,0.833333,0.428571,1,0,0,0.25,0.8,2
0.111111,0.833333,0.428571,1,0,0.333333,0.25,0.8,2
0.111111,0.833333,0.428571,1,0,0.666667,0.25,0.8,2
0.111111,0.833333,0.428571,1,0,1,0.25,0.8,2
0.055556,0.916667,0.571429,1,0,0,0.25,0.8,6
0.055556,0.916667,0.571429,1,0,0.333333,0.25,0.8,6
0.055556,0.916667,0.571429,1,0,0.666667,0.25,0.8,6
0.055556,0.916667,0.571429,1,0,1,0.25,0.8,6
0,1,0.714286,1,0,0,0.25,0.8,4
0,1,0.714286,1,0,0.333333,0.25,0.8,4
0,1,0.714286,1,0,0.666667,0.25,0.8,4
0,1,0.714286,1,0,1,0.25,0.8,4
1,0,0.285714,0,1,0,0.25,1,14
1,0,0.285714,0,1,0.333333,0.25,1,14
1,0,0.285714,0,1,0.666667,0.25,1,14
1,0,0.285714,0,1,1,0.25,1,14
0.777778,0.166667,0.428571,0.111111,1,0,0.25,1,20
0.777778,0.166667,0.428571,0.111111,1,0.333333,0.25,1,19
0.777778,0.166667,0.428571,0.111111,1,0.666667,0.25,1,18
0.777778,0.166667,0.428571,0.111111,1,1,0.25,1,19
0.666667,0.25,0.285714,0.333333,1,0,0.25,1,17
0.666667,0.25,0.285714,0.333333,1,0.333333,0.25,1,16
0.666667,0.25,0.285714,0.333333,1,0.666667,0.25,1,15
0.666667,0.25,0.285714,0.333333,1,1,0.25,1,16
0.555556,0.333333,0.428571,0.333333,1,0,0.25,1,14
0.555556,0.333333,0.428571,0.333333,1,0.333333,0.25,1,14
0.555556,0.333333,0.428571,0.333333,1,0.666667,0.25,1,13
0.555556,0.333333,0.428571,0.333333,1,1,0.25,1,14
0.472222,0.416667,0.571429,0.333333,1,0,0.25,1,27
0.472222,0.416667,0.571429,0.333333,1,0.333333,0.25,1,27
0.472222,0.416667,0.571429,0.333333,1,0.666667,0.25,1,27
0.472222,0.416667,0.571429,0.333333,1,1,0.25,1,25
0.388889,0.5,1,0.111111,1,0,0.25,1,22
0.388889,0.5,1,0.111111,1,0.333333,0.25,1,23
0.388889,0.5,1,0.111111,1,0.666667,0.25,1,22
0.388889,0.5,1,0.111111,1,1,0.25,1,23
0.333333,0.583333,0,1,0,0,0.25,1,1
0.333333,0.583333,0,1,0,0.333333,0.25,1,1
0.333333,0.583333,0,1,0,0.666667,0.25,1,1
0.333333,0.583333,0,1,0,1,0.25,1,1
0.25,0.666667,0.142857,1,0,0,0.25,1,2
0.25,0.666667,0.142857,1,0,0.333333,0.25,1,2
0.25,0.666667,0.142857,1,0,0.666667,0.25,1,2
0.25,0.666667,0.142857,1,0,1,0.25,1,5
0.194444,0.75,0.285714,1,0,0,0.25,1,2
0.194444,0.75,0.285714,1,0,0.333333,0.25,1,2
0.194444,0.75,0.285714,1,0,0.666667,0.25,1,2
0.194444,0.75,0.285714,1,0,1,0.25,1,2
0.111111,0.833333,0.428571,1,0,0,0.25,1,2
0.111111,0.833333,0.428571,1,0,0.333333,0.25,1,2
0.111111,0.833333,0.428571,1,0,0.666667,0.25,1,2
0.111111,0.833333,0.428571,1,0,1,0.25,1,2
0.055556,0.916667,0.571429,1,0,0,0.25,1,6
0.055556,0.916667,0.571429,1,0,0.333333,0.25,1,6
0.055556,0.916667,0.571429,1,0,0.666667,0.25,1,6
0.055556,0.916667,0.571429,1,0,1,0.25,1,6
0,1,0.714286,1,0,0,0.25,1,4
0,1,0.714286,1,0,0.333333,0.25,1,4
0,1,0.714286,1,0,0.666667,0.25,1,4
0,1,0.714286,1,0,1,0.25,1,4
1,0,0.285714,0,1,0,0.625,0.2,18
1,0,0.285714,0,1,0.333333,0.625,0.2,18
1,0,0.285714,0,1,0.666667,0.625,0.2,18
1,0,0.285714,0,1,1,0.625,0.2,18
0.777778,0.166667,0.428571,0.111111,1,0,0.625,0.2,23
0.777778,0.166667,0.428571,0.111111,1,0.333333,0.625,0.2,23
0.777778,0.166667,0.428571,0.111111,1,0.666667,0.625,0.2,23
0.777778,0.166667,0.428571,0.111111,1,1,0.625,0.2,22
0.666667,0.25,0.285714,0.333333,1,0,0.625,0.2,20
0.666667,0.25,0.285714,0.333333,1,0.333333,0.625,0.2,20
0.666667,0.25,0.285714,0.333333,1,0.666667,0.625,0.2,20
0.666667,0.25,0.285714,0.333333,1,1,0.625,0.2,19
0.555556,0.333333,0.428571,0.333333,1,0,0.625,0.2,17
0.555556,0.333333,0.428571,0.333333,1,0.333333,0.625,0.2,17
0.555556,0.333333,0.428571,0.333333,1,0.666667,0.625,0.2,17
0.555556,0.333333,0.428571,0.333333,1,1,0.625,0.2,16
0.472222,0.416667,0.571429,0.333333,1,0,0.625,0.2,29
0.472222,0.416667,0.571429,0.333333,1,0.333333,0.625,0.2,30
0.472222,0.416667,0.571429,0.333333,1,0.666667,0.625,0.2,30
0.472222,0.416667,0.571429,0.333333,1,1,0.625,0.2,29
0.388889,0.5,1,0.111111,1,0,0.625,0.2,27
0.388889,0.5,1,0.111111,1,0.333333,0.625,0.2,26
0.388889,0.5,1,0.111111,1,0.666667,0.625,0.2,27
0.388889,0.5,1,0.111111,1,1,0.625,0.2,26
0.333333,0.583333,0,1,0,0,0.625,0.2,3
0.333333,0.583333,0,1,0,0.333333,0.625,0.2,3
0.333333,0.583333,0,1,0,0.666667,0.625,0.2,3
0.333333,0.583333,0,1,0,1,0.625,0.2,3
0.25,0.666667,0.142857,1,0,0,0.625,0.2,4
0.25,0.666667,0.142857,1,0,0.333333,0.625,0.2,4
0.25,0.666667,0.142857,1,0,0.666667,0.625,0.2,4
0.25,0.666667,0.142857,1,0,1,0.625,0.2,4
0.194444,0.75,0.285714,1,0,0,0.625,0.2,4
0.194444,0.75,0.285714,1,0,0.333333,0.625,0.2,4
0.194444,0.75,0.285714,1,0,0.666667,0.625,0.2,4
0.194444,0.75,0.285714,1,0,1,0.625,0.2,4
0.111111,0.833333,0.428571,1,0,0,0.625,0.2,4
0.111111,0.833333,0.428571,1,0,0.333333,0.625,0.2,4
0.111111,0.833333,0.428571,1,0,0.666667,0.625,0.2,4
0.111111,0.833333,0.428571,1,0,1,0.625,0.2,4
0.055556,0.916667,0.571429,1,0,0,0.625,0.2,9
0.055556,0.916667,0.571429,1,0,0.333333,0.625,0.2,8
0.055556,0.916667,0.571429,1,0,0.666667,0.625,0.2,9
0.055556,0.916667,0.571429,1,0,1,0.625,0.2,8
0,1,0.714286,1,0,0,0.625,0.2,6
0,1,0.714286,1,0,0.333333,0.625,0.2,6
0,1,0.714286,1,0,0.666667,0.625,0.2,6
0,1,0.714286,1,0,1,0.625,0.2,6
1,0,0.285714,0,1,0,0.625,0.4,19
1,0,0.285714,0,1,0.333333,0.625,0.4,19
1,0,0.285714,0,1,0.666667,0.625,0.4,18
1,0,0.285714,0,1,1,0.625,0.4,19
0.777778,0.166667,0.428571,0.111111,1,0,0.625,0.4,22
0.777778,0.166667,0.428571,0.111111,1,0.333333,0.625,0.4,23
0.777778,0.166667,0.428571,0.111111,1,0.666667,0.625,0.4,22
0.777778,0.166667,0.428571,0.111111,1,1,0.625,0.4,22
0.666667,0.25,0.285714,0.333333,1,0,0.625,0.4,19
0.666667,0.25,0.285714,0.333333,1,0.333333,0.625,0.4,20
0.666667,0.25,0.285714,0.333333,1,0.666667,0.625,0.4,19
0.666667,0.25,0.285714,0.333333,1,1,0.625,0.4,18
0.555556,0.333333,0.428571,0.333333,1,0,0.625,0.4,16
0.555556,0.333333,0.428571,0.333333,1,0.333333,0.625,0.4,16
0.555556,0.333333,0.428571,0.333333,1,0.666667,0.625,0.4,15
0.555556,0.333333,0.428571,0.333333,1,1,0.625,0.4,15
0.472222,0.416667,0.571429,0.333333,1,0,0.625,0.4,29
0.472222,0.416667,0.571429,0.333333,1,0.333333,0.625,0.4,30
0.472222,0.416667,0.571429,0.333333,1,0.666667,0.625,0.4,30
0.472222,0.416667,0.571429,0.333333,1,1,0.625,0.4,29
0.388889,0.5,1,0.111111,1,0,0.625,0.4,27
0.388889,0.5,1,0.111111,1,0.333333,0.625,0.4,26
0.388889,0.5,1,0.111111,1,0.666667,0.625,0.4,27
0.388889,0.5,1,0.111111,1,1,0.625,0.4,26
0.333333,0.583333,0,1,0,0,0.625,0.4,3
0.333333,0.583333,0,1,0,0.333333,0.625,0.4,3
0.333333,0.583333,0,1,0,0.666667,0.625,0.4,3
0.333333,0.583333,0,1,0,1,0.625,0.4,3
0.25,0.666667,0.142857,1,0,0,0.625,0.4,3
0.25,0.666667,0.142857,1,0,0.333333,0.625,0.4,3
0.25,0.666667,0.142857,1,0,0.666667,0.625,0.4,3
0.25,0.666667,0.142857,1,0,1,0.625,0.4,3
0.194444,0.75,0.285714,1,0,0,0.625,0.4,4
0.194444,0.75,0.285714,1,0,0.333333,0.625,0.4,4
0.194444,0.75,0.285714,1,0,0.666667,0.625,0.4,4
0.194444,0.75,0.285714,1,0,1,0.625,0.4,4
0.111111,0.833333,0.428571,1,0,0,0.625,0.4,4
0.111111,0.833333,0.428571,1,0,0.333333,0.625,0.4,4
0.111111,0.833333,0.428571,1,0,0.666667,0.625,0.4,4
0.111111,0.833333,0.428571,1,0,1,0.625,0.4,4
0.055556,0.916667,0.571429,1,0,0,0.625,0.4,8
0.055556,0.916667,0.571429,1,0,0.333333,0.625,0.4,8
0.055556,0.916667,0.571429,1,0,0.666667,0.625,0.4,8
0.055556,0.916667,0.571429,1,0,1,0.625,0.4,8
0,1,0.714286,1,0,0,0.625,0.4,5
0,1,0.714286,1,0,0.333333,0.625,0.4,6
0,1,0.714286,1,0,0.666667,0.625,0.4,6
0,1,0.714286,1,0,1,0.625,0.4,6
1,0,0.285714,0,1,0,0.625,0.6,19
1,0,0.285714,0,1,0.333333,0.625,0.6,19
1,0,0.285714,0,1,0.666667,0.625,0.6,18
1,0,0.285714,0,1,1,0.625,0.6,19
0.777778,0.166667,0.428571,0.111111,1,0,0.625,0.6,22
0.777778,0.166667,0.428571,0.111111,1,0.333333,0.625,0.6,22
0.777778,0.166667,0.428571,0.111111,1,0.666667,0.625,0.6,23
0.777778,0.166667,0.428571,0.111111,1,1,0.625,0.6,22
0.666667,0.25,0.285714,0.333333,1,0,0.625,0.6,18
0.666667,0.25,0.285714,0.333333,1,0.333333,0.625,0.6,19
0.666667,0.25,0.285714,0.333333,1,0.666667,0.625,0.6,19
0.666667,0.25,0.285714,0.333333,1,1,0.625,0.6,19
0.555556,0.333333,0.428571,0.333333,1,0,0.625,0.6,15
0.555556,0.333333,0.428571,0.333333,1,0.333333,0.625,0.6,15
0.555556,0.333333,0.428571,0.333333,1,0.666667,0.625,0.6,15
0.555556,0.333333,0.428571,0.333333,1,1,0.625,0.6,15
0.472222,0.416667,0.571429,0.333333,1,0,0.625,0.6,29
0.472222,0.416667,0.571429,0.333333,1,0.333333,0.625,0.6,28
0.472222,0.416667,0.571429,0.333333,1,0.666667,0.625,0.6,30
0.472222,0.416667,0.571429,0.333333,1,1,0.625,0.6,30
0.388889,0.5,1,0.111111,1,0,0.625,0.6,26
0.388889,0.5,1,0.111111,1,0.333333,0.625,0.6,27
0.388889,0.5,1,0.111111,1,0.666667,0.625,0.6,26
0.388889,0.5,1,0.111111,1,1,0.625,0.6,27
0.333333,0.583333,0,1,0,0,0.625,0.6,3
0.333333,0.583333,0,1,0,0.333333,0.625,0.6,3
0.333333,0.583333,0,1,0,0.666667,0.625,0.6,3
0.333333,0.583333,0,1,0,1,0.625,0.6,3
0.25,0.666667,0.142857,1,0,0,0.625,0.6,3
0.25,0.666667,0.142857,1,0,0.333333,0.625,0.6,3
0.25,0.666667,0.142857,1,0,0.666667,0.625,0.6,3
0.25,0.666667,0.142857,1,0,1,0.625,0.6,3
0.194444,0.75,0.285714,1,0,0,0.625,0.6,3
0.194444,0.75,0.285714,1,0,0.333333,0.625,0.6,3
0.194444,0.75,0.285714,1,0,0.666667,0.625,0.6,3
0.194444,0.75,0.285714,1,0,1,0.625,0.6,3
0.111111,0.833333,0.428571,1,0,0,0.625,0.6,4
0.111111,0.833333,0.428571,1,0,0.333333,0.625,0.6,4
0.111111,0.833333,0.428571,1,0,0.666667,0.625,0.6,4
0.111111,0.833333,0.428571,1,0,1,0.625,0.6,4
0.055556,0.916667,0.571429,1,0,0,0.625,0.6,8
0.055556,0.916667,0.571429,1,0,0.333333,0.625,0.6,8
0.055556,0.916667,0.571429,1,0,0.666667,0.625,0.6,8
0.055556,0.916667,0.571429,1,0,1,0.625,0.6,8
0,1,0.714286,1,0,0,0.625,0.6,5
0,1,0.714286,1,0,0.333333,0.625,0.6,5
0,1,0.714286,1,0,0.666667,0.625,0.6,5
0,1,0.714286,1,0,1,0.625,0.6,5
1,0,0.285714,0,1,0,0.625,0.8,19
1,0,0.285714,0,1,0.333333,0.625,0.8,19
1,0,0.285714,0,1,0.666667,0.625,0.8,18
1,0,0.285714,0,1,1,0.625,0.8,19
0.777778,0.166667,0.428571,0.111111,1,0,0.625,0.8,23
